dataset,workbook,sheet,ordinal,field,description,declared_primary_key,declared_size,declared_data_type,range_of_values,source_classification,language,declared_foreign_key
Rent Contracts,Rent Contracts/Rent_Contracts_2026-09-04_attribute-details.xlsx,Sheet1,32,no_of_prop,Number of properties in the contract,False,4,number,-,Open,English,False
Rent Contracts,Rent Contracts/Rent_Contracts_2026-09-04_attribute-details.xlsx,Sheet1,33,annual_amount,calculated annual amount in case of not 12 month contract,False,18,number,-,Open,English,False
Rent Contracts,Rent Contracts/Rent_Contracts_2026-09-04_attribute-details.xlsx,Sheet1,34,contract_amount,contract amount in AED,False,10,number,-,Open,English,False
Rent Contracts,Rent Contracts/Rent_Contracts_2026-09-04_attribute-details.xlsx,Sheet1,35,contract_end_date,actual end date of the contract,False,10,date,dd-mm-yyyy,Open,English,False
Rent Contracts,Rent Contracts/Rent_Contracts_2026-09-04_attribute-details.xlsx,Sheet1,36,contract_start_date,actual start date of the contrac,False,10,date,dd-mm-yyyy,Open,English,False
Rent Contracts,Rent Contracts/Rent_Contracts_2026-09-04_attribute-details.xlsx,Sheet1,37,contract_reg_type_en,Registration type (New or  Renew),False,50,nvarchar,-,Open,English,False
Rent Contracts,Rent Contracts/Rent_Contracts_2026-09-04_attribute-details.xlsx,Sheet1,38,contract_reg_type_ar,Registration type (New or  Renew) in Arabic,False,50,nvarchar,-,Open,Arabic,False
Rent Contracts,Rent Contracts/Rent_Contracts_2026-09-04_attribute-details.xlsx,Sheet1,39,contract_reg_type_id,"Registration type : 1 = New  , 2 = Renew",False,3,number,-,Open,English,False
Rent Contracts,Rent Contracts/Rent_Contracts_2026-09-04_attribute-details.xlsx,Sheet1,40,contract_id,Contract unique ID,True,100,nvarchar,-,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,1,all_monthly_index,monthly index value of villas & units,False,22,numeric,- 999999999999.999 to + 999999999999.999,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,2,all_quarterly_index,quarterly index value of villas & units,False,22,numeric,- 999999999999.999 to + 999999999999.999,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,3,all_yearly_index,yearly index value of villas & units,False,22,numeric,- 999999999999.999 to + 999999999999.999,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,4,flat_monthly_index,monthly index value of units,False,22,numeric,- 999999999999.999 to + 999999999999.999,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,5,flat_quarterly_index,quarterly index value of units,False,22,numeric,- 999999999999.999 to + 999999999999.999,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,6,flat_yearly_index,yearly index value of units,False,22,numeric,- 999999999999.999 to + 999999999999.999,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,7,villa_monthly_index,monthly index value of villa,False,22,numeric,- 999999999999.999 to + 999999999999.999,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,8,villa_quarterly_index,quarterly index value of villa,False,22,numeric,- 999999999999.999 to + 999999999999.999,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,9,villa_yearly_index,yearly index value of villa,False,22,numeric,- 999999999999.999 to + 999999999999.999,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,10,all_monthly_price_index,monthly price-index value of villas & units,False,22,numeric,- 999999999999.999 to + 999999999999.999,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,11,all_quarterly_price_index,quarterly price-index value of villas & units,False,22,numeric,- 999999999999.999 to + 999999999999.999,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,12,all_yearly_price_index,yearly price-index value of villas & units,False,22,numeric,- 999999999999.999 to + 999999999999.999,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,13,flat_monthly_price_index,monthly price-index value of units,False,22,numeric,- 999999999999.999 to + 999999999999.999,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,14,flat_quarterly_price_index,quarterly price-index value of units,False,22,numeric,- 999999999999.999 to + 999999999999.999,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,15,flat_yearly_price_index,yearly price-index value of units,False,22,numeric,- 999999999999.999 to + 999999999999.999,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,16,villa_monthly_price_index,monthly price-index value of villa,False,22,numeric,- 999999999999.999 to + 999999999999.999,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,17,villa_quarterly_price_index,quarterly price-index value of villa,False,22,numeric,- 999999999999.999 to + 999999999999.999,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,18,villa_yearly_price_index,yearly price-index value of villa,False,22,numeric,- 999999999999.999 to + 999999999999.999,Open,English,False
Residential Sale Index,Residential Sale Index/Residential_Sale_Index_2026-09-04_attribute-details.xlsx,Sheet1,19,first_date_of_month,Fist day of the index's month,True,10,date,DD-MM-YYYY,Open,English,False
